lift_id,lift_number,building_name,block_no,road_name,postal_code,pto_expiry_date,pto_status
L249,1 BLK 32,na,51,PULAU TEKONG BESAR,508451,na,Suspended
L250,1 BLK 31,na,51,PULAU TEKONG BESAR,508451,na,Suspended
L252,1 BLK 42,na,51,PULAU TEKONG BESAR,508451,na,Suspended
L6211,SL1,na,601,CHOA CHU KANG WAY,109679,na,Suspended
L6212,SL2,na,601,CHOA CHU KANG WAY,109679,na,Suspended
L151,15,CHANGI AIRPORT TERMINAL 1,80,AIRPORT BOULEVARD,819642,na,Suspended
L14204,B,na,306,CHOA CHU KANG AVENUE 4,680306,na,Suspended
L14814,B,na,307,CHOA CHU KANG AVENUE 4,680307,na,Suspended
L21287,A,na,248,ANG MO KIO AVENUE 2,560248,na,Suspended
L21288,B,na,248,ANG MO KIO AVENUE 2,560248,na,Suspended
L21289,C,na,248,ANG MO KIO AVENUE 2,560248,na,Suspended
L21920,A,na,249,ANG MO KIO AVENUE 2,560249,na,Suspended
L21921,B,na,249,ANG MO KIO AVENUE 2,560249,na,Suspended
L29360,B,na,30,DOVER ROAD,130030,na,Suspended
L29361,C,na,30,DOVER ROAD,130030,na,Suspended
L29362,A,na,31,DOVER ROAD,130031,na,Suspended
L29363,B,na,31,DOVER ROAD,130031,na,Suspended
L29367,B,na,35,DOVER ROAD,130035,na,Suspended
L29368,A,na,37,DOVER ROAD,130037,na,Suspended
L29369,B,na,37,DOVER ROAD,130037,na,Suspended
L29370,A,na,38,DOVER ROAD,130038,na,Suspended
L29371,B,na,38,DOVER ROAD,130038,na,Suspended
L29372,A,na,39,DOVER ROAD,130039,na,Suspended
L29373,B,na,39,DOVER ROAD,130039,na,Suspended
L29062,G16,EastLink,3018,BEDOK NORTH STREET 5,486132,na,Suspended
L29064,G18,EastLink,3018,BEDOK NORTH STREET 5,486132,na,Suspended
L31672,FL2,na,7000,ANG MO KIO AVENUE 5,569877,na,Suspended
L32097,G1,na,6,TUAS AVENUE 6,639311,na,Suspended
L32098,G2,na,6,TUAS AVENUE 6,639311,na,Suspended
L32102,4,na,1,GRANGE ROAD,239693,na,Suspended
L32346,1,na,5,KAKI BUKIT INDUSTRIAL TERRACE,416092,na,Suspended
L32717,PL3,BEDOK METHODIST CHURCH,86,BEDOK ROAD,469371,na,Suspended
L32772,PL01,na,47,SUNSET HEIGHTS,597427,na,Suspended
L32809,PL01,na,49,SUNSET HEIGHTS,597430,na,Suspended
L33092,G3,na,506,CHAI CHEE LANE,469026,na,Suspended
L33163,VPL01,na,82,LORONG MELAYU,416995,na,Suspended
L33369,4,Cargo Agents Building D,9,AIRLINE ROAD,1781,na,Suspended
L33582,CP1,na,78,SHENTON WAY,79120,na,Suspended
L33591,G1,na,32,MARSILING LANE,739151,na,Suspended
L33607,1,na,52,INGGU ROAD,757174,na,Suspended
L33625,PL1,VIMALAKIRTI BUDDHIST CENTRE,20,LORONG 27A GEYLANG,388112,na,Suspended
L33775,263,THE PALMS,263,SIXTH AVENUE,275770,na,Suspended
L33886,PL1,na,203,YIO CHU KANG ROAD,545649,na,Suspended
L33907,G1,na,21,AMBER ROAD,439870,na,Suspended
L34243,PL1,DARMA MUNEESWARAN TEMPLE,57,JALAN HWI YOH,557430,na,Suspended
L34341,01(Old Plant),na,501,ANG MO KIO INDUSTRIAL PARK 1,569621,na,Suspended
L34728,1,na,6,DEFU AVENUE 1,539537,na,Suspended
L34757,4,na,390,ORCHARD ROAD,238871,na,Suspended
L34768,PL3,WEST COAST PLAZA,154,WEST COAST ROAD,127371,na,Suspended
L35044,VPL1,na,45,GUL ROAD,629350,na,Suspended
L35071,PL1,na,25,LAKESHORE VIEW,98155,na,Suspended
L35294,1,Extra Space Eunos Link Pte Ltd,7,KAKI BUKIT ROAD 2,417840,na,Suspended
L35693,C1,FURAMA RIVERFRONT SINGAPORE,405,HAVELOCK ROAD,169633,na,Suspended
L36866,TC-1,GSK TECHNICAL BUILDING,1,PIONEER SECTOR 1,628413,na,Suspended
L36867,TC-2,GSK TECHNICAL BUILDING,1,PIONEER SECTOR 1,628413,na,Suspended
L36871,P1,na,86/88,INTERNATIONAL ROAD,0,na,Suspended
L36964,PL1,na,24,MOUNT ELIZABETH,228518,na,Suspended
L37243,2,GRAND PARK ORCHARD,270,ORCHARD ROAD,238857,na,Suspended
L37244,3,GRAND PARK ORCHARD,270,ORCHARD ROAD,238857,na,Suspended
L37246,5,GRAND PARK ORCHARD,270,ORCHARD ROAD,238857,na,Suspended
L37247,6,GRAND PARK ORCHARD,270,ORCHARD ROAD,238857,na,Suspended
L37248,A,GRAND PARK ORCHARD,270,ORCHARD ROAD,238857,na,Suspended
L37249,B,GRAND PARK ORCHARD,270,ORCHARD ROAD,238857,na,Suspended
L37907,C5,HARBOURFRONT CENTRE,1,MARITIME SQUARE,99253,na,Suspended
L37950,4,na,2,CHIA PING ROAD,619968,na,Suspended
L37951,1,na,2,CHIA PING ROAD,619968,na,Suspended
L37952,2,na,2,CHIA PING ROAD,619968,na,Suspended
L38008,4,na,11,OUTRAM ROAD,169078,na,Suspended
L38010,1,na,11,OUTRAM ROAD,169078,na,Suspended
L38011,2,na,11,OUTRAM ROAD,169078,na,Suspended
L38105,3,LUZERNE,70,BENDEMEER ROAD,339940,na,Suspended
L38606,4,na,20,OLD TOH TUCK ROAD,597655,na,Suspended
L38634,1,na,3,TUAS AVENUE 2,639443,na,Suspended
L38668,P9,na,10,ANG MO KIO STREET 65,569059,na,Suspended
L38680,P8,na,10,ANG MO KIO STREET 65,569059,na,Suspended
L38682,1,na,6,MARSILING LANE,739145,na,Suspended
L38683,2,na,6,MARSILING LANE,739145,na,Suspended
L38875,14,na,6,BATTERY ROAD,49909,na,Suspended
L38904,GL1,na,138,DEPOT ROAD,109683,na,Suspended
L38905,GL2,na,138,DEPOT ROAD,109683,na,Suspended
L38906,GL3,na,138,DEPOT ROAD,109683,na,Suspended
L39119,P5,IMM BUILDING,2,JURONG EAST STREET 21,609601,na,Suspended
L39121,P6,IMM BUILDING,2,JURONG EAST STREET 21,609601,na,Suspended
L39122,P7,IMM BUILDING,2,JURONG EAST STREET 21,609601,na,Suspended
L39138,G1,na,10,TOH GUAN ROAD,608838,na,Suspended
L39139,G2,na,10,TOH GUAN ROAD,608838,na,Suspended
L39182,1,na,11,GUL CIRCLE,629567,na,Suspended
L39432,G2,na,31,INTERNATIONAL BUSINESS PARK,609921,na,Suspended
L39433,G3,na,31,INTERNATIONAL BUSINESS PARK,609921,na,Suspended
L39436,G6,na,31,INTERNATIONAL BUSINESS PARK,609921,na,Suspended
L39532,B,na,202,KALLANG BAHRU,339339,na,Suspended
L39711,VPL1,na,54,OEI TIONG HAM PARK,267059,na,Suspended
L39836,B/PL1,JACKSON SQUARE,11,LORONG 3 TOA PAYOH,319579,na,Suspended
L39848,A/GL1,JACKSON SQUARE,11,LORONG 3 TOA PAYOH,319579,na,Suspended
L39874,2,na,3,LOYANG WAY 1,508705,na,Suspended
L39995,StairLift,na,41,MUNSHI ABDULLAH AVENUE,788641,na,Suspended
L40226,PL2,na,2,JURONG HILL,628925,na,Suspended
L40442,VPL1,na,5,SUNSET GROVE,597445,na,Suspended
L40485,PL1,na,22,JALAN SERENGAM,769418,na,Suspended
L40631,C6,na,37,TUAS WEST AVENUE,638428,na,Suspended
L40663,C7,na,37,TUAS WEST AVENUE,638428,na,Suspended
L40741,GL1,KLA TENCOR,4,SERANGOON NORTH AVENUE 5,554532,na,Suspended
L40814,1,KOO CHYE BA SHENG HONG TEMPLE SAN QING GONG PTE LTD,21,BEDOK NORTH AVENUE 4,489948,na,Suspended
L41227,1,na,10,TUAS SOUTH STREET 10,636944,na,Suspended
L41273,2,YUN CHEE BUILDING,577,MACPHERSON ROAD,368238,na,Suspended
L41286,VPL1,na,2,LORONG SAMAK,798805,na,Suspended
L41308,VPL1,na,2A,LORONG SAMAK,798807,na,Suspended
L41316,VPL1,na,236,JALAN KAYU,799460,na,Suspended
L41323,VPL1,na,238,JALAN KAYU,799462,na,Suspended
L41350,HL1,na,14,NALLUR ROAD,456619,na,Suspended
L41563,A,na,507,YISHUN INDUSTRIAL PARK A,768734,na,Suspended
L42153,PL1,MAJ GAC,80,SELETAR AEROSPACE VIEW,797563,na,Suspended
L42222,P1,na,5,TECH PARK CRESCENT,638127,na,Suspended
L42353,3,na,21 & 23,HOLLAND PARK,0,na,Suspended
L42563,3,HUB SYNERGY POINT,70,ANSON ROAD,79905,na,Suspended
L42564,5,HUB SYNERGY POINT,70,ANSON ROAD,79905,na,Suspended
L42566,2,HUB SYNERGY POINT,70,ANSON ROAD,79905,na,Suspended
L42575,PL4,HUB SYNERGY POINT,70,ANSON ROAD,79905,na,Suspended
L42576,1,HUB SYNERGY POINT,70,ANSON ROAD,79905,na,Suspended
L42587,IPL1,HUB SYNERGY POINT,70,ANSON ROAD,79905,na,Suspended
L42799,1,na,48,HILLVIEW TERRACE,669269,na,Suspended
L42816,3,na,246,MACPHERSON ROAD,348578,na,Suspended
L43005,2,OCEAN PARK CONDOMINIUM (ACARA BLOCK),528,EAST COAST ROAD,458969,na,Suspended
L43007,2,OCEAN PARK CONDOMINIUM (COLISA BLOCK),530,EAST COAST ROAD,458970,na,Suspended
L43076,PL10,na,80,MARINE PARADE ROAD,449269,na,Suspended
L43310,P1,MACTAGGART BUILDING,42,MACTAGGART ROAD,368086,na,Suspended
L43579,1,na,115,KING GEORGES AVENUE,208561,na,Suspended
L43609,3,na,3,PEMIMPIN DRIVE,576147,na,Suspended
L43931,C1,na,4,LENG KEE ROAD,159088,na,Suspended
L43932,C2,na,4,LENG KEE ROAD,159088,na,Suspended
L43933,C3,na,4,LENG KEE ROAD,159088,na,Suspended
L43934,C4,na,4,LENG KEE ROAD,159088,na,Suspended
L43940,14,na,176A,ORCHARD ROAD,238844,na,Suspended
L43941,HL1,na,176A,ORCHARD ROAD,238844,na,Suspended
L43996,3,na,756,UPPER SERANGOON ROAD,534626,na,Suspended
L44699,P8,WEST BAY CONDOMINIUM,54,WEST COAST CRESCENT,128037,na,Suspended
L46203,FL8,REGENT HEIGHTS,52,BUKIT BATOK EAST AVENUE 5,659803,na,Suspended
L47059,5,na,169,JALAN JURONG KECHIL,598669,na,Suspended
L47061,7,na,169,JALAN JURONG KECHIL,598669,na,Suspended
L48539,W1,na,8,DOVER RISE,138679,na,Suspended
L49848,CL3,na,51,BUKIT BATOK CRESCENT,658077,na,Suspended
L51498,B,na,21,BEDOK NORTH STREET 1,na,na,Suspended
L52252,HL1,KERRISDALE CONDOMINIUM,32,STURDEE ROAD,207853,na,Suspended
L53681,STL1,LINCOLN RESIDENCES,28,SURREY ROAD,307762,na,Suspended
L54412,SL1,THE LATTIZ,3D,LORONG SALLEH,416751,na,Suspended
L54568,VPL1,NV RESIDENCES,83,PASIR RIS GROVE,518211,na,Suspended
L55460,PL2 (PLATFORM),KILLINEY 118,118,KILLINEY ROAD,239555,na,Suspended
L56965,STAIRLIFT1,SOPHIA RESIDENCE,9 #6-00,SOPHIA ROAD,228149,na,Suspended
L57120,VL1,CENTRA STUDIOS,25,LORONG 25 GEYLANG,388302,na,Suspended
L57139,PL2,GOODWOOD RESIDENCE,265,BUKIT TIMAH ROAD,259705,na,Suspended
L57906,GL1,na,48,TUAS VIEW SQUARE,637775,na,Suspended
L58369,1,na,26,ANG MO KIO INDUSTRIAL PARK 2,569507,na,Suspended
L58384,PL5,na,1,MARINA BOULEVARD,18989,na,Suspended
L58436,2,na,20,MERCHANT ROAD,58281,na,Suspended
L58578,S1,MICRON BUILDING,990,BENDEMEER ROAD,339942,na,Suspended
L58579,S2,MICRON BUILDING,990,BENDEMEER ROAD,339942,na,Suspended
L58582,00S3,MICRON BUILDING,990,BENDEMEER ROAD,339942,na,Suspended
L59451,1,na,10,SHENTON WAY,79117,na,Suspended
L59452,2,na,10,SHENTON WAY,79117,na,Suspended
L59453,4,na,10,SHENTON WAY,79117,na,Suspended
L59454,5,na,10,SHENTON WAY,79117,na,Suspended
L59455,6,na,10,SHENTON WAY,79117,na,Suspended
L59456,10,na,10,SHENTON WAY,79117,na,Suspended
L59457,11,na,10,SHENTON WAY,79117,na,Suspended
L59458,12,na,10,SHENTON WAY,79117,na,Suspended
L59459,16,na,10,SHENTON WAY,79117,na,Suspended
L59547,1,na,33,LOTUS AVENUE,277676,na,Suspended
L60046,HL13,GEMINI @ SIMS,2 #07-13,SIMS CLOSE,387298,na,Suspended
L60129,1,na,26,MOUNT ECHO PARK,248786,na,Suspended
L60592,1,na,10,CHIA PING ROAD,619978,na,Suspended
L60636,P4,MURATA,547,YISHUN INDUSTRIAL PARK A,768766,na,Suspended
L60637,P5,MURATA,547,YISHUN INDUSTRIAL PARK A,768766,na,Suspended
L60642,G2,MURATA ELECTRONICS,200,YISHUN AVENUE 7,768927,na,Suspended
L60915,1,na,29,QUALITY ROAD,618802,na,Suspended
L61202,VPL1-86,na,86,LORONG M TELOK KURAU,423411,na,Suspended
L61961,PL01,THE OLIV,11C#11-01,BALMORAL ROAD,259798,na,Suspended
L62007,HL7,BARKER VILLE,45G,BARKER ROAD,307476,na,Suspended
L62228,HL1,na,7D,JALAN ARIF,544675,na,Suspended
L62385,A,na,319,JOO CHIAT PLACE,427989,na,Suspended
L62683,SPL1,JOO CHIAT COMMUNITY CLUB,405,JOO CHIAT ROAD,427633,na,Suspended
L62878,DL1,POH MING TSE TEMPLE,438,DUNEARN ROAD,289613,na,Suspended
L62884,B145,na,53 #01-45,UBI AVENUE 1,408934,na,Suspended
L62901,3,na,82,GRANGE ROAD,249587,na,Suspended
L62903,1,na,82,GRANGE ROAD,249587,na,Suspended
L63140,10,ROBERTSON WALK,11,UNITY STREET,237995,na,Suspended
L63237,VPL1,na,81,CHARLTON LANE,533974,na,Suspended
L63349,1,na,1018,EAST COAST PARKWAY,449877,na,Suspended
L63545,PL1,na,38,LAKESHORE VIEW,98318,na,Suspended
L63588,SH/HL-01,REPUBLIC POLYTECHNIC,9,WOODLANDS AVENUE 9,738964,na,Suspended
L63992,P1,na,120,GRANGE ROAD,249600,na,Suspended
L63993,P2,na,120,GRANGE ROAD,249600,na,Suspended
L64647,GL1,na,38,PIONEER SECTOR 2,628406,na,Suspended
L64904,P1,SINGAPORE CHUNG HWA MEDICAL INSTITUTION,640,LORONG 4 TOA PAYOH,319522,na,Suspended
L64955,B,na,47,HILL STREET,179365,na,Suspended
L64962,PL1,na,1A,WOODLEIGH PARK,357874,na,Suspended
L65059,5,SINGAPORE AMERICAN SCHOOL,40,WOODLANDS STREET 41,738547,na,Suspended
L65063,PL7,SINGAPORE MANAGEMENT UNIVERSITY,81,VICTORIA STREET,188065,na,Suspended
L65173,1,na,"12, 14 & 16",TECK LIM ROAD,0,na,Suspended
L65219,VPL1,na,137,AROOZOO AVENUE,539888,na,Suspended
L65280,1,na,30,MARSILING LANE,739149,na,Suspended
L65489,1,SPIRAL BUILDING,2,SIXTH LOK YANG ROAD,628100,na,Suspended
L65974,1,na,21,BISHAN STREET 14,579781,na,Suspended
L66204,1,na,21,TUAS WEST DRIVE,638411,na,Suspended
L66436,SL1,SWIBER@IBP,12,INTERNATIONAL BUSINESS PARK,609920,na,Suspended
L66737,PL1,na,71,TUAS BAY DRIVE,637430,na,Suspended
L67299,PL1,na,61,YIO CHU KANG GARDENS,568109,na,Suspended
L67482,IPL1(stairChair),CHARLTON RESIDENCES,13,CHARLTON ROAD,539575,na,Suspended
L67663,HL1,na,9,SOMMERVILLE ROAD,358231,na,Suspended
L67748,PL1,na,293,PAVILION CIRCLE,658567,na,Suspended
L67769,SL4,na,750,CHAI CHEE ROAD,469000,na,Suspended
L67776,G6,TECHNOPARK@CHAI CHEE(BLK A),750A,CHAI CHEE ROAD,469001,na,Suspended
L67777,G7,TECHNOPARK@CHAI CHEE(BLK A),750A,CHAI CHEE ROAD,469001,na,Suspended
L67778,G5,na,4,PANDAN CRESCENT,128475,na,Suspended
L67779,G6,na,4,PANDAN CRESCENT,128475,na,Suspended
L68161,VPL1,na,81,HYTHE ROAD,557558,na,Suspended
L68299,HL1,THOMSON THREE,21,BRIGHT HILL DRIVE,573883,na,Suspended
L68333,PL2,UMC-SG FAB 121,3,PASIR RIS DRIVE 12,519528,na,Suspended
L68334,PL1,UMC-SG FAB 121,3,PASIR RIS DRIVE 12,519528,na,Suspended
L68336,2,UMC DORMITORY,10,TAMPINES PLACE,528778,na,Suspended
L69083,PL2,na,21,TUAS AVENUE 9,639196,na,Suspended
L69278,7,na,3,SERAYA AVENUE,628209,na,Suspended
L69403,2,na,20,SCIENCE PARK DRIVE,118230,na,Suspended
L69404,1,na,20,SCIENCE PARK DRIVE,118230,na,Suspended
L69501,PL1,na,3,LADY HILL ROAD,258672,na,Suspended
L69730,HL1,LEVILLE ISUITES,28 #05-12,CEYLON ROAD,429621,na,Suspended
L69738,HL1,LEVILLE ISUITES,28 #05-02,CEYLON ROAD,429621,na,Suspended
L69892,3,CLARKE QUAY,3B,RIVER VALLEY ROAD,179021,na,Suspended
L69910,PL1,THE WHITLEY RESIDENCES,135,WHITLEY ROAD,297659,na,Suspended
L70038,VP44,na,705,SERANGOON ROAD,328127,na,Suspended
L70501,PL17,na,60B,ORCHARD ROAD,238891,na,Suspended
L70502,PL18,na,60B,ORCHARD ROAD,238891,na,Suspended
L70505,PL6,na,60B,ORCHARD ROAD,238891,na,Suspended
L70511,SL2,na,4,TAMPINES CENTRAL 5,529510,na,Suspended
L70520,20,PSA BUILDING,460,ALEXANDRA ROAD,119963,na,Suspended
L70655,SL2,na,6,SHENTON WAY,68809,na,Suspended
L70694,1,na,291,SERANGOON ROAD,218107,na,Suspended
L70752,1,na,29,TANJONG KLING ROAD,628054,na,Suspended
L70788,17,na,6,SHENTON WAY,68809,na,Suspended
L70789,18,na,6,SHENTON WAY,68809,na,Suspended
L70796,CL1,na,39,UBI ROAD 1,408695,na,Suspended
L71570,1,na,8,LORONG 27A GEYLANG,388106,na,Suspended
L72455,13,HONG LEONG BUILDING,16,RAFFLES QUAY,48581,na,Suspended
L72524,G31,NEW TECH PARK,151,LORONG CHUAN,556741,na,Suspended
L73318,HL1,na,42,JOO CHIAT LANE,428102,na,Suspended
L73627,L8,LUCKY PLAZA,304,ORCHARD ROAD,238863,na,Suspended
L73651,L7,LUCKY PLAZA,304,ORCHARD ROAD,238863,na,Suspended
L73764,5,THE CENTREPOINT,176,ORCHARD ROAD,238843,na,Suspended
L73815,L5,LUCKY PLAZA,304,ORCHARD ROAD,238863,na,Suspended
L73822,L6,LUCKY PLAZA,304,ORCHARD ROAD,238863,na,Suspended
L73964,P2,na,63,HILLVIEW AVENUE,669569,na,Suspended
L73965,F2,na,63,HILLVIEW AVENUE,669569,na,Suspended
L73990,3,na,2,CORPORATION ROAD,618494,na,Suspended
L73991,4,na,2,CORPORATION ROAD,618494,na,Suspended
L74008,SL1,na,400,PAYA LEBAR WAY,379131,na,Suspended
L74254,A,na,110,POTONG PASIR AVENUE 1,350110,na,Suspended
L74255,B,na,110,POTONG PASIR AVENUE 1,350110,na,Suspended
L74324,VS01,TANJONG PAGAR COMPLEX,7B,KEPPEL ROAD,89055,na,Suspended
L74450,A,na,111,POTONG PASIR AVENUE 1,350111,na,Suspended
L74451,B,na,111,POTONG PASIR AVENUE 1,350111,na,Suspended
L74483,B,SERANGOON VILLE,134,SERANGOON NORTH AVENUE 1,550128,na,Suspended
L74570,NS3-3,na,50,NANYANG AVENUE,639798,na,Suspended
L74697,A,na,112,POTONG PASIR AVENUE 1,350112,na,Suspended
L74698,B,na,112,POTONG PASIR AVENUE 1,350112,na,Suspended
L74801,PL1,OES,21,TUAS VIEW LOOP,637647,na,Suspended
L74803,GL2,OES,21,TUAS VIEW LOOP,637647,na,Suspended
L74822,ADM3,na,50,NANYANG AVENUE,639798,na,Suspended
L75259,1,ION ORCHARD,2 #01-20,ORCHARD TURN,238801,na,Suspended
L75699,12,MT ALVERNIA HOSPITAL,820,THOMSON ROAD,574623,na,Suspended
L75712,PL11,MT ALVERNIA HOSPITAL,820,THOMSON ROAD,574623,na,Suspended
L76041,PL10,PEARL BANK APARTMENTS,1,PEARL BANK,169016,na,Suspended
L261,1 BLK 63,na,51,PULAU TEKONG BESAR,508451,na,Suspended
L76431,2,MT ALVERNIA HOSPITAL,820,THOMSON ROAD,574623,na,Suspended
L76445,28,NATIONAL UNIVERSITY HOSPITAL,5,LOWER KENT RIDGE ROAD,119074,na,Suspended
L76632,PL1,na,16,PEIRCE HILL,248568,na,Suspended
L76726,GL4,MALAYSIA DAIRY BUILDING,15,DAVIDSON ROAD,369946,na,Suspended
L76813,AL5B,na,12,TAMPINES INDUSTRIAL AVENUE 5,528759,na,Suspended
L77266,1,"PAN PACIFIC ORCHARD, SINGAPORE",10,CLAYMORE ROAD,229540,na,Suspended
L77267,2,"PAN PACIFIC ORCHARD, SINGAPORE",10,CLAYMORE ROAD,229540,na,Suspended
L77268,3,"PAN PACIFIC ORCHARD, SINGAPORE",10,CLAYMORE ROAD,229540,na,Suspended
L77269,4,"PAN PACIFIC ORCHARD, SINGAPORE",10,CLAYMORE ROAD,229540,na,Suspended
L77270,5,"PAN PACIFIC ORCHARD, SINGAPORE",10,CLAYMORE ROAD,229540,na,Suspended
L77271,6,"PAN PACIFIC ORCHARD, SINGAPORE",10,CLAYMORE ROAD,229540,na,Suspended
L77312,SL17,MERITUS MANDARIN GALLERY,333,ORCHARD ROAD,238867,na,Suspended
L77435,P1,TANOTO SHIPYARD,1,JALAN SAMULUN,629119,na,Suspended
L77708,7,na,100,BEACH ROAD,189702,na,Suspended
L77720,FL1,na,5,YISHUN STREET 23,768442,na,Suspended
L78262,2,na,123,UBI AVENUE 4,408767,na,Suspended
L78352,GL1,na,18,CHIN BEE DRIVE,619865,na,Suspended
L78418,P9,BANK OF SINGAPORE CENTRE,63,MARKET STREET,48942,na,Suspended
L69576,C1,na,21,TAI SENG DRIVE,535223,na,Suspended
L78671,53,na,9,OUTRAM ROAD,0,na,Suspended
L78673,PL6,na,9,UPPER CHANGI ROAD NORTH,507706,na,Suspended
L78680,5,na,20,PICKERING STREET,239732,na,Suspended
L78681,6,na,20,PICKERING STREET,239732,na,Suspended
L79448,FWSP-P03,na,8,SENTOSA GATEWAY,98269,na,Suspended
L79548,3,na,2,BUKIT MERAH CENTRAL,159835,na,Suspended
L79577,PL1,na,15B,PANDAN ROAD,609264,na,Suspended
L79740,Car Lift,na,16,SANDY ISLAND,98251,na,Suspended
L79741,1 (Car Lift),na,20,SANDY ISLAND,98253,na,Suspended
L79749,5,na,72,ANSON ROAD,79911,na,Suspended
L79770,VPL1,PLAYGROUND @ BIG SPLASH,902,EAST COAST PARKWAY,449874,na,Suspended
L79771,1,PLAYGROUND @ BIG SPLASH,902,EAST COAST PARKWAY,449874,na,Suspended
L79778,PL1,na,8,CHANGI NORTH STREET 1,498829,na,Suspended
L80117,SL1,na,10,EUNOS ROAD 8,408600,na,Suspended
L80138,VPL1,TREASURES@G20,35,LORONG 20 GEYLANG,398751,na,Suspended
L80688,S7,WISMA ATRIA,435,ORCHARD ROAD,238877,na,Suspended
L209,6,SINGAPORE CHANGI AIRPORT TERMINAL 2,60,AIRPORT BOULEVARD,918146,na,Suspended
L69127,HL1,na,3,UBI CRESCENT,408558,na,Suspended
L81791,VPL2,THE HERENCIA,46,KIM YAM ROAD,239351,na,Suspended
L81882,HL1,LEVILLE ISUITES,28 #05-11,CEYLON ROAD,429621,na,Suspended
L36963,SL1,na,40,TUAS VIEW SQUARE,637779,na,Suspended
L82976,A,na,35,MARSILING INDUSTRIAL ESTATE ROAD 3,739257,na,Suspended
L82977,B,na,35,MARSILING INDUSTRIAL ESTATE ROAD 3,739257,na,Suspended
L32369,P2,FRANKLIN BUILDING,3,SCIENCE PARK DRIVE,118223,na,Suspended
L32370,G1,FRANKLIN BUILDING,3,SCIENCE PARK DRIVE,118223,na,Suspended
L69888,1,na,19,LOYANG WAY,508724,na,Suspended
L60634,PL1,na,22,GUL AVENUE,629662,na,Suspended
L68165,PL1,na,72,ELIZABETH DRIVE,669745,na,Suspended
L67902,PL1,na,72,JALAN HAJI ALIAS,268556,na,Suspended
L32292,P1,FRANKLIN BUILDING,3,SCIENCE PARK DRIVE,118223,na,Suspended
L85099,1,DORMA FACTORY,2,JALAN TERUSAN,619285,na,Suspended
L85182,1,na,72,SUNGEI KADUT LOOP,729479,na,Suspended
L85246,P1,na,139,JOO SENG ROAD,368362,na,Suspended
L85248,P3,na,139,JOO SENG ROAD,368362,na,Suspended
L85251,2,na,1,TAMPINES INDUSTRIAL AVENUE 5,528830,na,Suspended
L85646,27,ONE RAFFLES PLACE,1,RAFFLES PLACE,48616,na,Suspended
L85648,31,ONE RAFFLES PLACE,1,RAFFLES PLACE,48616,na,Suspended
L85650,28,ONE RAFFLES PLACE,1,RAFFLES PLACE,48616,na,Suspended
L86723,PL2,na,61,TOH GUAN ROAD EAST,608607,na,Suspended
L86729,PL1,BRIGHT VISION HOSPITAL,5,LORONG NAPIRI,547530,na,Suspended
L87323,VPL1,na,4,JALAN PANDAN,288789,na,Suspended
L87559,HL1,na,300,BEDOK SOUTH AVENUE 3,469299,na,Suspended
L87894,PL1,TOURISM ACADEMY,12,ARTILLERY AVENUE - SENTOSA,0,na,Suspended
L87895,PL2,TOURISM ACADEMY,12,ARTILLERY AVENUE - SENTOSA,0,na,Suspended
L61190,P1,na,97,TANK ROAD,238066,na,Suspended
L61191,P2,na,97,TANK ROAD,238066,na,Suspended
L61192,S1,na,97,TANK ROAD,238066,na,Suspended
L39035,G3,na,29,INTERNATIONAL BUSINESS PARK,609923,na,Suspended
L89998,37F,na,37F,NIM ROAD,804977,na,Suspended
L89988,27A,na,27A,NIM ROAD,805036,Pending,Active
L33142,9,na,9,RAFFLES PLACE,48619,na,Suspended
L90401,PF1,na,20,MACTAGGART ROAD,368079,na,Suspended
L90402,G1,na,20,MACTAGGART ROAD,368079,na,Suspended
L90403,G2,na,20,MACTAGGART ROAD,368079,na,Suspended
L90413,1,na,40,CHARLTON ROAD,539608,na,Suspended
L90460,PL20,LINK @AMK,3 #01-53,ANG MO KIO STREET 62,569139,na,Suspended
L90483,HL1,na,19,KERONG LANE,757229,na,Suspended
L90512,HL1,na,14D,SERANGOON GARDEN WAY,555917,na,Suspended
L90772,1,na,70,PALMER ROAD,79427,na,Suspended
L66796,HL1,na,21,LORONG 4 REALTY PARK,536915,na,Suspended
L94434,CL1(BLK 3),na,375,TANJONG KATONG ROAD,437132,na,Suspended
L41105,PL3,na,29,NEW INDUSTRIAL ROAD,536213,na,Suspended
L58780,HL01,HONG KAH SECONDAY SCHOOL,931,JURONG WEST STREET 42,649370,na,Suspended
L58820,PL1,na,200,ANG MO KIO AVENUE 5,569878,na,Suspended
L269,PLA,Pasir Laba Camp,119,PASIR LABA ROAD,637772,na,Suspended
L270,PLB,Pasir Laba Camp,119,PASIR LABA ROAD,637772,na,Suspended
L272,SL2,na,317,UPPER CHANGI ROAD EAST,498822,na,Suspended
L90481,HL1,na,15,KERONG LANE,757227,na,Suspended
L96070,1,na,3,CUSCADEN WALK,249690,na,Suspended
L96071,2,na,3,CUSCADEN WALK,249690,na,Suspended
L78966,S9-5,NATIONAL UNIVERSITY OF SINGAPORE,10,KENT RIDGE CRESCENT,119081,na,Suspended
L31768,1,na,41,KAKI BUKIT INDUSTRIAL TERRACE,416121,na,Suspended
L97175,HPL1,na,41,NORRIS ROAD,208282,na,Suspended
L74206,A,SERANGOON VILLE,128,SERANGOON NORTH AVENUE 1,550128,na,Suspended
L74480,B,SERANGOON VILLE,129,SERANGOON NORTH AVENUE 1,550129,na,Suspended
