lift_id,lift_number,building_name,block_no,road_name,postal_code,pto_expiry_date,pto_status
L46389,11,na,29,WILBY ROAD,276302,44469,Active
L46390,12,na,29,WILBY ROAD,276302,44469,Active
L46391,P1,na,1,BUTTERWORTH LANE,439444,44469,Active
L46392,F1,na,1,BUTTERWORTH LANE,439444,44469,Active
L46399,1,na,361,BUKIT TIMAH ROAD,259725,44469,Active
L46400,2,na,361,BUKIT TIMAH ROAD,259725,44469,Active
L46401,3,na,361,BUKIT TIMAH ROAD,259725,44469,Active
L46402,4,na,361,BUKIT TIMAH ROAD,259725,44469,Active
L46403,5,na,361,BUKIT TIMAH ROAD,259725,44469,Active
L46404,6,na,361,BUKIT TIMAH ROAD,259725,44469,Active
L46405,7,na,361,BUKIT TIMAH ROAD,259725,44469,Active
L46424,L5,na,30,CECIL STREET,49712,44469,Active
L46425,L6,na,30,CECIL STREET,49712,44469,Active
L46426,L7,na,30,CECIL STREET,49712,44469,Active
L46427,L8,na,30,CECIL STREET,49712,44469,Active
L46428,L9,na,30,CECIL STREET,49712,44469,Active
L46429,L10,na,30,CECIL STREET,49712,44469,Active
L46430,F11,na,30,CECIL STREET,49712,44469,Active
L46431,L1,na,30,CECIL STREET,49712,44469,Active
L46432,L2,na,30,CECIL STREET,49712,44469,Active
L46433,L3,na,30,CECIL STREET,49712,44469,Active
L46434,L4,na,30,CECIL STREET,49712,44469,Active
L46524,FL4,REGENT HEIGHTS,56,BUKIT BATOK EAST AVENUE 5,659803,44469,Active
L46542,P6,na,5,JALAN HAJIJAH,468700,44469,Active
L46543,P7,na,5,JALAN HAJIJAH,468700,44469,Active
L46562,PL5,na,136,TANJONG RHU ROAD,436921,44469,Active
L46563,PL1,na,136,TANJONG RHU ROAD,436921,44469,Active
L46564,PL2,na,136,TANJONG RHU ROAD,436921,44469,Active
L46565,PL3,na,136,TANJONG RHU ROAD,436921,44469,Active
L46566,PL4,na,136,TANJONG RHU ROAD,436921,44469,Active
L46622,1,na,41/43,HINDHEDE WALK,na,44469,Active
L46623,2,na,41/43,HINDHEDE WALK,na,44469,Active
L46624,3,na,41/43,HINDHEDE WALK,na,44469,Active
L46625,4,na,41/43,HINDHEDE WALK,na,44469,Active
L46626,5,na,41/43,HINDHEDE WALK,na,44469,Active
L46627,6,na,41/43,HINDHEDE WALK,na,44469,Active
L46628,7,na,41/43,HINDHEDE WALK,na,44469,Active
L46629,8,na,41/43,HINDHEDE WALK,na,44469,Active
L46630,9,na,41/43,HINDHEDE WALK,na,44469,Active
L46631,10,na,41/43,HINDHEDE WALK,na,44469,Active
L46668,P4,na,7,JALAN HAJIJAH,468702,44469,Active
L46669,P5,na,7,JALAN HAJIJAH,468702,44469,Active
L46700,PL7,REGENT HEIGHTS,52,BUKIT BATOK EAST AVENUE 5,659803,44469,Active
L46750,3,na,31,WILBY ROAD,276303,44469,Active
L46751,4,na,31,WILBY ROAD,276303,44469,Active
L46752,1,na,31,WILBY ROAD,276303,44469,Active
L46753,2,na,31,WILBY ROAD,276303,44469,Active
L46754,1,na,2,GEYLANG EAST AVENUE 2,389754,44469,Active
L46755,2,na,2,GEYLANG EAST AVENUE 2,389754,44469,Active
L46756,3,na,2,GEYLANG EAST AVENUE 2,389754,44469,Active
L46768,PL6,na,134,TANJONG RHU ROAD,436920,44469,Active
L46769,PL7,na,134,TANJONG RHU ROAD,436920,44469,Active
L46780,2,na,34,DRAYCOTT DRIVE,259426,44469,Active
L46781,1,na,34,DRAYCOTT DRIVE,259426,44469,Active
L46822,FL1,na,160,PAYA LEBAR ROAD,409022,44469,Active
L46823,1,na,10,GEYLANG EAST AVENUE 2,389758,44469,Active
L46824,2,na,10,GEYLANG EAST AVENUE 2,389758,44469,Active
L46825,3,na,10,GEYLANG EAST AVENUE 2,389758,44469,Active
L46847,P9,na,3,JALAN HAJIJAH,468698,44469,Active
L46848,P10,na,3,JALAN HAJIJAH,468698,44469,Active
L46849,P8,na,3,JALAN HAJIJAH,468698,44469,Active
L46890,1,na,464,CORPORATION ROAD,649817,44469,Active
L47074,FL4,na,130,TANJONG RHU ROAD,436918,44469,Active
L47075,FL5,na,130,TANJONG RHU ROAD,436918,44469,Active
L47076,FL6,na,130,TANJONG RHU ROAD,436918,44469,Active
L47077,FL7,na,130,TANJONG RHU ROAD,436918,44469,Active
L47078,PL11,na,130,TANJONG RHU ROAD,436918,44469,Active
L47079,PL12,na,130,TANJONG RHU ROAD,436918,44469,Active
L47080,PL13,na,130,TANJONG RHU ROAD,436918,44469,Active
L47081,PL14,na,130,TANJONG RHU ROAD,436918,44469,Active
L47082,PL22,na,130,TANJONG RHU ROAD,436918,44469,Active
L47083,PL16,na,130,TANJONG RHU ROAD,436918,44469,Active
L47084,PL17,na,130,TANJONG RHU ROAD,436918,44469,Active
L47085,PL15,na,130,TANJONG RHU ROAD,436918,44469,Active
L47086,PL18,na,130,TANJONG RHU ROAD,436918,44469,Active
L47087,PL19,na,130,TANJONG RHU ROAD,436918,44469,Active
L47088,PL20,na,130,TANJONG RHU ROAD,436918,44469,Active
L47089,PL21,na,130,TANJONG RHU ROAD,436918,44469,Active
L47350,PL1,na,16,HAIG LANE,438818,44469,Active
L47555,CL1,na,1,JALAN BERSEH,209037,44469,Active
L47556,A,na,1,JALAN BERSEH,209037,44469,Active
L47557,B,na,1,JALAN BERSEH,209037,44469,Active
L47558,C,na,1,JALAN BERSEH,209037,44469,Active
L47559,VL1,na,1,JALAN BERSEH,209037,44469,Active
L47560,VL2,na,1,JALAN BERSEH,209037,44469,Active
L47565,3,SAM KIANG MANSIONS,23,ST. THOMAS WALK,238108,44469,Active
L47568,1,na,20,KAY POH ROAD,248969,44469,Active
L47569,2,na,20,KAY POH ROAD,248969,44469,Active
L47619,1,na,135,HAIG ROAD,438789,44469,Active
L47995,PL1,na,45,KOVAN ROAD,548130,44469,Active
L47996,PL2,na,45,KOVAN ROAD,548130,44469,Active
L47997,PLD1,na,800,THOMSON ROAD,298144,44469,Active
L47998,PLD2,na,800,THOMSON ROAD,298144,44469,Active
L47999,PLC1,na,802,THOMSON ROAD,298187,44469,Active
L48000,FLC2,na,802,THOMSON ROAD,298187,44469,Active
L48001,FLB2,na,806,THOMSON ROAD,298189,44469,Active
L48002,PLB1,na,806,THOMSON ROAD,298189,44469,Active
L48003,PLB3,na,806,THOMSON ROAD,298189,44469,Active
L48004,FLB4,na,806,THOMSON ROAD,298189,44469,Active
L48005,PLA3,na,808,THOMSON ROAD,298190,44469,Active
L48006,FLA4,na,808,THOMSON ROAD,298190,44469,Active
L48007,PLA1,na,808,THOMSON ROAD,298190,44469,Active
L48008,FLA2,na,808,THOMSON ROAD,298190,44469,Active
L48022,PLH1,na,804,THOMSON ROAD,298188,44469,Active
L48043,PL1,Oleanas Residence,42,KIM YAM ROAD,239347,44469,Active
L48087,PL1,na,45,JALAN LOYANG BESAR,507029,44469,Active
L48088,PL2,na,45,JALAN LOYANG BESAR,507029,44469,Active
L48108,C2,na,20,OXFORD ROAD,218815,44469,Active
L48109,C3,na,20,OXFORD ROAD,218815,44469,Active
L48110,C4,na,20,OXFORD ROAD,218815,44469,Active
L48111,C5,na,20,OXFORD ROAD,218815,44469,Active
L48112,C6,na,20,OXFORD ROAD,218815,44469,Active
L48113,C1,na,20,OXFORD ROAD,218815,44469,Active
L48118,P1,na,970,GEYLANG ROAD,423492,44469,Active
L48119,P2,na,970,GEYLANG ROAD,423492,44469,Active
L48148,FL1,Holt Residences,5,HOLT ROAD,249444,44469,Active
L48296,P1,na,100,GERALD DRIVE,798592,44469,Active
L48297,P2,na,100,GERALD DRIVE,798592,44469,Active
L48298,P3,na,100,GERALD DRIVE,798592,44469,Active
L48314,PL1,na,238,WESTWOOD AVENUE,648363,44469,Active
L48315,FL2,na,238,WESTWOOD AVENUE,648363,44469,Active
L48318,PL1,na,222,WESTWOOD AVENUE,648355,44469,Active
L48319,FL2,na,222,WESTWOOD AVENUE,648355,44469,Active
L48328,P1,na,108,GERALD DRIVE,799035,44469,Active
L48329,P3,na,108,GERALD DRIVE,799035,44469,Active
L48330,P4,na,108,GERALD DRIVE,799035,44469,Active
L48331,P5,na,108,GERALD DRIVE,799035,44469,Active
L48332,P2,na,108,GERALD DRIVE,799035,44469,Active
L48333,P6,na,108,GERALD DRIVE,799035,44469,Active
L48339,PL1,na,232,WESTWOOD AVENUE,648360,44469,Active
L48340,FL2,na,232,WESTWOOD AVENUE,648360,44469,Active
L48350,PL1,na,224,WESTWOOD AVENUE,648356,44469,Active
L48351,FL2,na,224,WESTWOOD AVENUE,648356,44469,Active
L48382,P1,na,110,GERALD DRIVE,798595,44469,Active
L48383,P2,na,110,GERALD DRIVE,798595,44469,Active
L48384,P3,na,110,GERALD DRIVE,798595,44469,Active
L48385,P4,na,110,GERALD DRIVE,798595,44469,Active
L48391,PL1,na,226,WESTWOOD AVENUE,648357,44469,Active
L48392,FL2,na,226,WESTWOOD AVENUE,648357,44469,Active
L48416,PL1,na,218,WESTWOOD AVENUE,648351,44469,Active
L48417,FL2,na,218,WESTWOOD AVENUE,648351,44469,Active
L48431,PL1,na,244,WESTWOOD AVENUE,648366,44469,Active
L48432,FL2,na,244,WESTWOOD AVENUE,648366,44469,Active
L48433,P1,na,102,GERALD DRIVE,798593,44469,Active
L48434,P2,na,102,GERALD DRIVE,798593,44469,Active
L48435,P3,na,102,GERALD DRIVE,798593,44469,Active
L48439,P1,na,104,GERALD DRIVE,798594,44469,Active
L48440,P2,na,104,GERALD DRIVE,798594,44469,Active
L48441,P3,na,104,GERALD DRIVE,798594,44469,Active
L48449,PL1,na,246,WESTWOOD AVENUE,648367,44469,Active
L48450,FL2,na,246,WESTWOOD AVENUE,648367,44469,Active
L48452,FL2,na,234,WESTWOOD AVENUE,648361,44469,Active
L48453,PL1,na,234,WESTWOOD AVENUE,648361,44469,Active
L48479,PL1,na,240,WESTWOOD AVENUE,648364,44469,Active
L48480,FL2,na,240,WESTWOOD AVENUE,648364,44469,Active
L48481,PL1,na,220,WESTWOOD AVENUE,648352,44469,Active
L48482,FL2,na,220,WESTWOOD AVENUE,648352,44469,Active
L48491,P2,na,106,GERALD DRIVE,799036,44469,Active
L48492,P1,na,106,GERALD DRIVE,799036,44469,Active
L48493,P3,na,106,GERALD DRIVE,799036,44469,Active
L48494,P4,na,106,GERALD DRIVE,799036,44469,Active
L48501,PL1,na,242,WESTWOOD AVENUE,648365,44469,Active
L48502,FL2,na,242,WESTWOOD AVENUE,648365,44469,Active
L48503,PL1,na,228,WESTWOOD AVENUE,648358,44469,Active
L48504,FL2,na,228,WESTWOOD AVENUE,648358,44469,Active
L48505,PL1,na,230,WESTWOOD AVENUE,648359,44469,Active
L48506,FL2,na,230,WESTWOOD AVENUE,648359,44469,Active
L48520,FL3,7 Draycott Drive,7,DRAYCOTT DRIVE,259421,44469,Active
L48521,PL4,7 Draycott Drive,7,DRAYCOTT DRIVE,259421,44469,Active
L48522,PL1,7 Draycott Drive,7,DRAYCOTT DRIVE,259421,44469,Active
L48523,PL2,7 Draycott Drive,7,DRAYCOTT DRIVE,259421,44469,Active
L48524,PL1,na,236,WESTWOOD AVENUE,648362,44469,Active
L48525,FL2,na,236,WESTWOOD AVENUE,648362,44469,Active
L48536,FL2,na,248,WESTWOOD AVENUE,648353,44469,Active
L48537,PL1,na,248,WESTWOOD AVENUE,648353,44469,Active
L48566,A8,Paya Ubi Industrial Park,53,UBI AVENUE 1,408934,44469,Active
L48567,A9,Paya Ubi Industrial Park,53,UBI AVENUE 1,408934,44469,Active
L48568,A10,Paya Ubi Industrial Park,53,UBI AVENUE 1,408934,44469,Active
L48573,A11,Paya Ubi Industrial Park,53,UBI AVENUE 1,408934,44469,Active
L48589,7,na,48,CANBERRA DRIVE,768437,44469,Active
L48590,8,na,48,CANBERRA DRIVE,768437,44469,Active
L48600,13,na,54,CANBERRA DRIVE,768440,44469,Active
L48601,14,na,54,CANBERRA DRIVE,768440,44469,Active
L48618,1,na,40,CANBERRA DRIVE,768433,44469,Active
L48619,2,na,40,CANBERRA DRIVE,768433,44469,Active
L48654,3,na,42,CANBERRA DRIVE,768434,44469,Active
L48655,4,na,42,CANBERRA DRIVE,768434,44469,Active
L48703,PL1,na,30,KAKI BUKIT ROAD 3,417819,44469,Active
L48704,PL2,na,30,KAKI BUKIT ROAD 3,417819,44469,Active
L48705,GL3,na,30,KAKI BUKIT ROAD 3,417819,44469,Active
L48717,9,na,50,CANBERRA DRIVE,768438,44469,Active
L48718,10,na,50,CANBERRA DRIVE,768438,44469,Active
L48733,PL1,na,4,LORONG M TELOK KURAU,425283,44469,Active
L48734,PL2,na,4,LORONG M TELOK KURAU,425283,44469,Active
L48737,11,na,52,CANBERRA DRIVE,768439,44469,Active
L48738,12,na,52,CANBERRA DRIVE,768439,44469,Active
L48779,5,na,46,CANBERRA DRIVE,768436,44469,Active
L48780,6,na,46,CANBERRA DRIVE,768436,44469,Active
L48848,PL1,na,21,JERVOIS CLOSE,249114,44469,Active
L48849,FL2,na,21,JERVOIS CLOSE,249114,44469,Active
L48850,CL1,na,21,JERVOIS CLOSE,249114,44469,Active
L48851,CL2,na,21,JERVOIS CLOSE,249114,44469,Active
L48865,4A-1,na,4,FLORA DRIVE,507026,44469,Active
L48866,4A-2,na,4,FLORA DRIVE,507026,44469,Active
L48867,4B-1,na,4,FLORA DRIVE,507026,44469,Active
L48868,4B-2,na,4,FLORA DRIVE,507026,44469,Active
L48869,P4,na,8,ST. MARTINS DRIVE,258005,44469,Active
L48870,P5,na,8,ST. MARTINS DRIVE,258005,44469,Active
L48940,6A-1,na,6,FLORA DRIVE,507027,44469,Active
L48941,6A-2,na,6,FLORA DRIVE,507027,44469,Active
L48942,6B-1,na,6,FLORA DRIVE,507027,44469,Active
L48943,6B-2,na,6,FLORA DRIVE,507027,44469,Active
L49017,2K-2,na,2,FLORA DRIVE,507025,44469,Active
L49018,2B-1,na,2,FLORA DRIVE,507025,44469,Active
L49019,2C-2,na,2,FLORA DRIVE,507025,44469,Active
L49020,2D-1,na,2,FLORA DRIVE,507025,44469,Active
L49021,2D-2,na,2,FLORA DRIVE,507025,44469,Active
L49022,0.2,na,2,FLORA DRIVE,507025,44469,Active
L49023,2B-2,na,2,FLORA DRIVE,507025,44469,Active
L49024,2C-1,na,2,FLORA DRIVE,507025,44469,Active
L49025,2H-2,na,2,FLORA DRIVE,507025,44469,Active
L49026,2J-1,na,2,FLORA DRIVE,507025,44469,Active
L49027,2J-2,na,2,FLORA DRIVE,507025,44469,Active
L49028,2K-1,na,2,FLORA DRIVE,507025,44469,Active
L49029,0.02,na,2,FLORA DRIVE,507025,44469,Active
L49030,2F-1,na,2,FLORA DRIVE,507025,44469,Active
L49031,2F-2,na,2,FLORA DRIVE,507025,44469,Active
L49032,2G-1,na,2,FLORA DRIVE,507025,44469,Active
L49033,2G-2,na,2,FLORA DRIVE,507025,44469,Active
L49034,2H-1,na,2,FLORA DRIVE,507025,44469,Active
L49035,2A-2,na,2,FLORA DRIVE,507025,44469,Active
L49036,2A-1,na,2,FLORA DRIVE,507025,44469,Active
L49043,P1,na,6,ST. MARTINS DRIVE,257992,44469,Active
L49044,P2,na,6,ST. MARTINS DRIVE,257992,44469,Active
L49045,P3,na,6,ST. MARTINS DRIVE,257992,44469,Active
L49311,H/C,The Heeren,260,ORCHARD ROAD,238855,44469,Active
L49312,1,na,20,PEGU ROAD,328369,44469,Active
L49313,2,na,20,PEGU ROAD,328369,44469,Active
L49584,P4,na,163A,JALAN LOYANG BESAR,509414,44469,Active
L49585,P5,na,163A,JALAN LOYANG BESAR,509414,44469,Active
L49586,P6,na,163A,JALAN LOYANG BESAR,509414,44469,Active
L49621,P1,na,163,JALAN LOYANG BESAR,509413,44469,Active
L49622,P2,na,163,JALAN LOYANG BESAR,509413,44469,Active
L49623,P3,na,163,JALAN LOYANG BESAR,509413,44469,Active
L49675,F1,na,18,NEWTON ROAD,307989,44469,Active
L49676,P2,na,18,NEWTON ROAD,307989,44469,Active
L49784,PL1,CITY VALE,70,SOPHIA ROAD,228153,44469,Active
L49785,PL2,CITY VALE,70,SOPHIA ROAD,228153,44469,Active
L49791,1,na,701,GEYLANG ROAD,389687,44469,Active
L49894,PL1,HILLVIEW 128,126,HILLVIEW AVENUE,669612,44469,Active
L49895,FL1,HILLVIEW 128,126,HILLVIEW AVENUE,669612,44469,Active
L49896,PL2,HILLVIEW 128,126,HILLVIEW AVENUE,669612,44469,Active
L49897,FL2,HILLVIEW 128,126,HILLVIEW AVENUE,669612,44469,Active
L49975,PL3,HILLVIEW 128,128,HILLVIEW AVENUE,669595,44469,Active
L49976,FL3,HILLVIEW 128,128,HILLVIEW AVENUE,669595,44469,Active
L50003,FL8,na,70,BAYSHORE ROAD,469987,na,Suspended
L50005,FL12,na,70,BAYSHORE ROAD,469987,na,Suspended
L50007,FL10,na,70,BAYSHORE ROAD,469987,na,Suspended
L50055,PL7,na,35,BISHAN STREET 11,579821,44469,Active
L50085,PL13,na,72,BAYSHORE ROAD,469988,44469,Active
L50086,FL14,na,72,BAYSHORE ROAD,469988,44469,Active
L50087,PL15,na,72,BAYSHORE ROAD,469988,44469,Active
L50088,FL16,na,72,BAYSHORE ROAD,469988,44469,Active
L50089,PL1,na,31,BISHAN STREET 11,579819,44469,Active
L50090,PL2,na,31,BISHAN STREET 11,579819,44469,Active
L50091,FL3,na,31,BISHAN STREET 11,579819,44469,Active
L50106,3,na,7,LORONG 27A GEYLANG,388133,44469,Active
L50113,PL4,na,33,BISHAN STREET 11,579820,44469,Active
L50114,PL5,na,33,BISHAN STREET 11,579820,44469,Active
L50115,FL6,na,33,BISHAN STREET 11,579820,44469,Active
L50131,FL5,na,1,MARYMOUNT TERRACE,574036,44469,Active
L50132,PL6,na,1,MARYMOUNT TERRACE,574036,44469,Active
L50133,FL1,na,1,MARYMOUNT TERRACE,574036,44469,Active
L50134,PL2,na,1,MARYMOUNT TERRACE,574036,44469,Active
L50135,FL3,na,1,MARYMOUNT TERRACE,574036,44469,Active
L50141,1,na,1011,UPPER SERANGOON ROAD,534749,44469,Active
L50157,1,na,103,RANGOON ROAD,218386,44469,Active
L50161,8,na,9,LORONG 27A GEYLANG,388134,44469,Active
L50762,PL1,na,47,LORONG N TELOK KURAU,425171,44469,Active
L51373,L1,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51374,L2,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51375,L3,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51376,L4,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51377,L5,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51378,L6,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51379,L7,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51380,L8,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51381,L9,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51382,L10,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51383,L11,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51384,L12,THE AZURE,201,OCEAN DRIVE,98584,44469,Active
L51505,PL1,na,4300,ANG MO KIO AVENUE 6,569842,44469,Active
L51506,PL3,THE FRONTIER COMMUNITY PLACE,60 #01-03,JURONG WEST CENTRAL 3,648346,44469,Active
L51518,G,na,373,ONAN ROAD,424775,44469,Active
L51519,A,na,373,ONAN ROAD,424775,44469,Active
L51520,B,na,373,ONAN ROAD,424775,44469,Active
L51521,C,na,373,ONAN ROAD,424775,44469,Active
L51522,D,na,373,ONAN ROAD,424775,44469,Active
L51523,E,na,373,ONAN ROAD,424775,44469,Active
L51524,F,na,373,ONAN ROAD,424775,44469,Active
L51574,1,na,8,PULASAN ROAD,424376,44469,Active
L51575,2,na,8,PULASAN ROAD,424376,44469,Active
L51576,3,na,8,PULASAN ROAD,424376,44469,Active
L51588,P9,na,4,RIVERVALE LINK,545041,44469,Active
L51589,F10,na,4,RIVERVALE LINK,545041,44469,Active
L51590,P1,na,4,RIVERVALE LINK,545041,44469,Active
L51591,F2,na,4,RIVERVALE LINK,545041,44469,Active
L51592,P3,na,4,RIVERVALE LINK,545041,44469,Active
L51593,F4,na,4,RIVERVALE LINK,545041,44469,Active
L51594,P5,na,4,RIVERVALE LINK,545041,44469,Active
L51595,F6,na,4,RIVERVALE LINK,545041,44469,Active
L51596,P7,na,4,RIVERVALE LINK,545041,44469,Active
L51597,F8,na,4,RIVERVALE LINK,545041,44469,Active
L51884,PL1,SUNSHINE LOFT,2,LORONG L TELOK KURAU,425600,44469,Active
L52057,PL4,na,30,JALAN DAUD,419572,44469,Active
L52058,FL1,na,30,JALAN DAUD,419572,44469,Active
L52059,PL2,na,30,JALAN DAUD,419572,44469,Active
L52060,PL3,na,30,JALAN DAUD,419572,44469,Active
L52116,F1,THE CALLISTA,22,MAR THOMA ROAD,328702,44469,Active
L52117,F2,THE CALLISTA,22,MAR THOMA ROAD,328702,44469,Active
L52118,F3,THE CALLISTA,22,MAR THOMA ROAD,328702,44469,Active
L52119,P4,THE CALLISTA,22,MAR THOMA ROAD,328702,44469,Active
L52120,P5,THE CALLISTA,22,MAR THOMA ROAD,328702,44469,Active
L52122,PL1,HAIG 11 BUILDING,11,HAIG AVENUE,438866,44469,Active
L52123,PL/HL1,na,70,DALVEY ROAD,259469,44469,Active
L52124,PL/HL2,na,70,DALVEY ROAD,259469,44469,Active
L52161,PL1,EDEN CREST,14,EDEN GROVE,539068,44469,Active
L52262,PL1,STRATA,1,ESSEX ROAD,309329,44469,Active
L52263,PL2,STRATA,1,ESSEX ROAD,309329,44469,Active
L52264,FL1,STRATA,1,ESSEX ROAD,309329,44469,Active
L52286,PL1,BUTTERWORTH 33,33,BUTTERWORTH LANE,439442,44469,Active
L52287,FL2,BUTTERWORTH 33,33,BUTTERWORTH LANE,439442,44469,Active
L52322,PL1,D'GALLERY,15,JALAN MASJID,418936,44469,Active
L52352,PL1,KOVAN PRIMERA,89,KOVAN ROAD,548177,44469,Active
L52353,PL2,KOVAN PRIMERA,89,KOVAN ROAD,548177,44469,Active
L52364,C,DE ROYALE,33,JALAN RAMA RAMA,329112,44469,Active
L52365,D,DE ROYALE,33,JALAN RAMA RAMA,329112,44469,Active
L52397,FL1,CLIFTEN,48,EWE BOON ROAD,259342,44469,Active
L52398,PL1,CLIFTEN,48,EWE BOON ROAD,259342,44469,Active
L52399,PL2,CLIFTEN,48,EWE BOON ROAD,259342,44469,Active
L52455,PL1,CRYSTAL DE AZURE,18,HOW SUN CLOSE,538645,44469,Active
L52513,PL1,MEDGE,2,MINBU ROAD,308186,44469,Active
L52514,FL2,MEDGE,2,MINBU ROAD,308186,44469,Active
L52597,P3,PARC MACKENZIE,68,MACKENZIE ROAD,228687,44469,Active
L52598,P4,PARC MACKENZIE,68,MACKENZIE ROAD,228687,44469,Active
L52791,PL1,AQUENE,25,LORONG BANDANG,426341,44469,Active
L52800,PL5,AALTO,191,MEYER ROAD,437980,44469,Active
L52801,PL6,AALTO,191,MEYER ROAD,437980,44469,Active
L52802,PL7,AALTO,191,MEYER ROAD,437980,44469,Active
L52803,PL8,AALTO,191,MEYER ROAD,437980,44469,Active
L52804,FL3,AALTO,191,MEYER ROAD,437980,44469,Active
L52805,FL4,AALTO,191,MEYER ROAD,437980,44469,Active
L52828,PL2,The Sixth Avenue Rresidences,162,SIXTH AVENUE,276539,44469,Active
L52844,PL1,THE TIER,28,PEGU ROAD,328373,44469,Active
L52845,FL1,THE TIER,28,PEGU ROAD,328373,44469,Active
L52850,PL1,D'ALMIRA,33,SOMMERVILLE ROAD,358265,44469,Active
L52946,PL1,The Sixth Avenue Rresidences,160,SIXTH AVENUE,276537,44469,Active
L52947,PL5,The Sixth Avenue Rresidences,168,SIXTH AVENUE,276543,44469,Active
L52948,PL6,The Sixth Avenue Rresidences,168,SIXTH AVENUE,276543,44469,Active
L52949,PL7,The Sixth Avenue Rresidences,168,SIXTH AVENUE,276543,44469,Active
L52969,PL26,FERRARIA PARK,8,FLORA DRIVE,506941,44469,Active
L52970,FL25,FERRARIA PARK,8,FLORA DRIVE,506941,44469,Active
L53061,FL7,DOUBLEBAY,17C,SIMEI STREET 4,529884,44469,Active
L53062,PL8,DOUBLEBAY,17C,SIMEI STREET 4,529884,44469,Active
L53063,PL29,DOUBLEBAY,17C,SIMEI STREET 4,529884,44469,Active
L53090,FL13,DOUBLEBAY,19B,SIMEI STREET 4,528714,44469,Active
L53091,PL14,DOUBLEBAY,19B,SIMEI STREET 4,528714,44469,Active
L53116,PL1,D'FRESCO,58,JOO CHIAT LANE,247909,44469,Active
L53117,PL2,D'FRESCO,58,JOO CHIAT LANE,247909,44469,Active
L53118,PL3,D'FRESCO,58,JOO CHIAT LANE,247909,44469,Active
L53123,PL24,FERRARIA PARK,10,FLORA DRIVE,506942,44469,Active
L53124,FL23,FERRARIA PARK,10,FLORA DRIVE,506942,44469,Active
L53144,FL1,DOUBLEBAY,17,SIMEI STREET 4,529881,44469,Active
L53145,PL2,DOUBLEBAY,17,SIMEI STREET 4,529881,44469,Active
L53187,PL8,FERRARIA PARK,24,FLORA DRIVE,506949,44469,Active
L53188,FL7,FERRARIA PARK,24,FLORA DRIVE,506949,44469,Active
L53222,FL11,FERRARIA PARK,28,FLORA DRIVE,506951,44469,Active
L53223,PL14,FERRARIA PARK,28,FLORA DRIVE,506951,44469,Active
L53224,FL13,FERRARIA PARK,28,FLORA DRIVE,506951,44469,Active
L53225,PL12,FERRARIA PARK,28,FLORA DRIVE,506951,44469,Active
L53256,FL25,DOUBLEBAY,21C,SIMEI STREET 4,528720,44469,Active
L53257,PL26,DOUBLEBAY,21C,SIMEI STREET 4,528720,44469,Active
L53348,FL19,DOUBLEBAY,21,SIMEI STREET 4,528717,44469,Active
L53349,PL20,DOUBLEBAY,21,SIMEI STREET 4,528717,44469,Active
L53391,FL27,DOUBLEBAY,21D,SIMEI STREET 4,528721,44469,Active
L53392,PL28,DOUBLEBAY,21D,SIMEI STREET 4,528721,44469,Active
L53393,PL31,DOUBLEBAY,21D,SIMEI STREET 4,528721,44469,Active
L53452,FL3,DOUBLEBAY,17A,SIMEI STREET 4,529882,44469,Active
L53453,PL4,DOUBLEBAY,17A,SIMEI STREET 4,529882,44469,Active
L53457,PL8,THE SIXTH AVENUE RESIDENCES,170,SIXTH AVENUE,276544,44469,Active
L53458,PL9,THE SIXTH AVENUE RESIDENCES,170,SIXTH AVENUE,276544,44469,Active
L53496,PL1,AALTO,193,MEYER ROAD,437981,44469,Active
L53497,PL2,AALTO,193,MEYER ROAD,437981,44469,Active
L53498,PL3,AALTO,193,MEYER ROAD,437981,44469,Active
L53499,PL4,AALTO,193,MEYER ROAD,437981,44469,Active
L53500,FL1,AALTO,193,MEYER ROAD,437981,44469,Active
L53501,FL2,AALTO,193,MEYER ROAD,437981,44469,Active
L53507,FL1,CASA MEYA,25,MEYAPPA CHETTIAR ROAD,358464,44469,Active
L53538,PL3,The Sixth Avenue Rresidences,164,SIXTH AVENUE,276541,44469,Active
L53577,PL1,111 EMERALD HILL,111,EMERALD HILL ROAD,229391,44469,Active
L53578,PL2,111 EMERALD HILL,111,EMERALD HILL ROAD,229391,44469,Active
L53579,FL1,111 EMERALD HILL,111,EMERALD HILL ROAD,229391,44469,Active
L53580,FL2,111 EMERALD HILL,111,EMERALD HILL ROAD,229391,44469,Active
L53612,PL1,THREE BUCKEY,3,BUCKLEY ROAD,309752,44469,Active
L53613,PL2,THREE BUCKEY,3,BUCKLEY ROAD,309752,44469,Active
L53614,PL22,FERRARIA PARK,12,FLORA DRIVE,506943,44469,Active
